Variable,Unit,Country,Year,Value,Flags
"Measles","% of children immunised","Germany","1991",75,
"Measles","% of children immunised","Germany","1992",75,
"Measles","% of children immunised","Germany","1993",89,
"Measles","% of children immunised","Germany","1994",90,
"Measles","% of children immunised","Germany","1995",92,
"Measles","% of children immunised","Germany","1996",91,
"Measles","% of children immunised","Germany","1997",91,
"Measles","% of children immunised","Germany","1998",92,
"Measles","% of children immunised","Germany","1999",92,
"Measles","% of children immunised","Germany","2000",92,
"Measles","% of children immunised","Germany","2001",94,
"Measles","% of children immunised","Germany","2002",94,
"Measles","% of children immunised","Germany","2003",95,
"Measles","% of children immunised","Germany","2004",96,
"Measles","% of children immunised","Germany","2005",96,
"Measles","% of children immunised","Germany","2006",96,
"Measles","% of children immunised","Germany","2007",97,
"Measles","% of children immunised","Germany","2008",97,
"Measles","% of children immunised","Germany","2009",97,
"Measles","% of children immunised","Germany","2010",97,
"Measles","% of children immunised","Germany","2011",97,
"Measles","% of children immunised","Germany","2012",97,
"Influenza","% of population aged 65 years and over","Germany","2001",55.8,
"Influenza","% of population aged 65 years and over","Germany","2003",48,
"Influenza","% of population aged 65 years and over","Germany","2005",63,
"Influenza","% of population aged 65 years and over","Germany","2006",60,
"Influenza","% of population aged 65 years and over","Germany","2007",56,
"Influenza","% of population aged 65 years and over","Germany","2008",61.1,
"Influenza","% of population aged 65 years and over","Germany","2009",56.1,
"Hepatitis B","% of children immunised","Greece","1991",10,
"Hepatitis B","% of children immunised","Greece","1992",15,
"Hepatitis B","% of children immunised","Greece","1993",2,
"Hepatitis B","% of children immunised","Greece","1994",2,
"Hepatitis B","% of children immunised","Greece","1995",12,
"Hepatitis B","% of children immunised","Greece","1996",12,
"Hepatitis B","% of children immunised","Greece","1997",50,
"Hepatitis B","% of children immunised","Greece","1998",69,
"Hepatitis B","% of children immunised","Greece","1999",88,
"Hepatitis B","% of children immunised","Greece","2000",89,
"Hepatitis B","% of children immunised","Greece","2001",90,
"Hepatitis B","% of children immunised","Greece","2002",91,
"Hepatitis B","% of children immunised","Greece","2003",92,
"Hepatitis B","% of children immunised","Greece","2004",92,
"Hepatitis B","% of children immunised","Greece","2005",93,
"Hepatitis B","% of children immunised","Greece","2006",94,
"Hepatitis B","% of children immunised","Greece","2007",95,
"Hepatitis B","% of children immunised","Greece","2008",95,
"Hepatitis B","% of children immunised","Greece","2009",95,
"Hepatitis B","% of children immunised","Greece","2010",95,
"Hepatitis B","% of children immunised","Greece","2011",95,
"Hepatitis B","% of children immunised","Greece","2012",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1980",72,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1981",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1982",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1983",72,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1984",60,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1985",54,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1986",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1987",82,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1988",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1989",54,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1990",54,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1991",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1992",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1993",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1994",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1995",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1996",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1997",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1998",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","1999",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2000",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2001",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2002",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2003",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2004",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2005",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2006",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2007",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2008",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2009",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2010",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2012",99,
"Measles","% of children immunised","Greece","1984",75,
"Measles","% of children immunised","Greece","1985",77,
"Measles","% of children immunised","Greece","1986",39,
"Measles","% of children immunised","Greece","1987",81,
"Measles","% of children immunised","Greece","1988",82,
"Measles","% of children immunised","Greece","1989",76,
"Measles","% of children immunised","Greece","1990",76,
"Measles","% of children immunised","Greece","1991",72,
"Measles","% of children immunised","Greece","1992",72,
"Measles","% of children immunised","Greece","1993",72,
"Measles","% of children immunised","Greece","1994",70,
"Measles","% of children immunised","Greece","1995",70,
"Measles","% of children immunised","Greece","1996",90,
"Measles","% of children immunised","Greece","1997",90,
"Measles","% of children immunised","Greece","1998",89,
"Measles","% of children immunised","Greece","1999",88,
"Measles","% of children immunised","Greece","2000",89,
"Measles","% of children immunised","Greece","2001",91,
"Measles","% of children immunised","Greece","2002",92,
"Measles","% of children immunised","Greece","2003",94,
"Measles","% of children immunised","Greece","2004",95,
"Measles","% of children immunised","Greece","2005",96,
"Measles","% of children immunised","Greece","2006",98,
"Measles","% of children immunised","Greece","2007",99,
"Measles","% of children immunised","Greece","2008",99,
"Measles","% of children immunised","Greece","2009",99,
"Measles","% of children immunised","Greece","2010",99,
"Measles","% of children immunised","Greece","2011",99,
"Measles","% of children immunised","Greece","2012",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Greece","2012",99,
"Hepatitis B","% of children immunised","Hungary","2012",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1980",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1981",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1982",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1983",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1984",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1985",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1986",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1987",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1988",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1989",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1990",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1991",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1992",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1993",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1994",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1995",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1996",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1997",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1998",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","1999",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2000",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2001",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2002",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2003",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2004",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2005",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2006",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2007",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2008",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2009",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2010",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Hungary","2012",99,
"Measles","% of children immunised","Hungary","1980",99,
"Measles","% of children immunised","Hungary","1981",99,
"Measles","% of children immunised","Hungary","1982",99,
"Measles","% of children immunised","Hungary","1983",99,
"Measles","% of children immunised","Hungary","1984",99,
"Measles","% of children immunised","Hungary","1985",99,
"Measles","% of children immunised","Hungary","1986",99,
"Measles","% of children immunised","Hungary","1987",99,
"Measles","% of children immunised","Hungary","1988",99,
"Measles","% of children immunised","Hungary","1989",99,
"Measles","% of children immunised","Hungary","1990",99,
"Measles","% of children immunised","Hungary","1991",99,
"Measles","% of children immunised","Hungary","1992",99,
"Measles","% of children immunised","Hungary","1993",99,
"Measles","% of children immunised","Hungary","1994",99,
"Measles","% of children immunised","Hungary","1995",99,
"Measles","% of children immunised","Hungary","1996",99,
"Measles","% of children immunised","Hungary","1997",99,
"Measles","% of children immunised","Hungary","1998",99,
"Measles","% of children immunised","Hungary","1999",99,
"Measles","% of children immunised","Hungary","2000",99,
"Measles","% of children immunised","Hungary","2001",99,
"Measles","% of children immunised","Hungary","2002",99,
"Measles","% of children immunised","Hungary","2003",99,
"Measles","% of children immunised","Hungary","2004",99,
"Measles","% of children immunised","Hungary","2005",99,
"Measles","% of children immunised","Hungary","2006",99,
"Measles","% of children immunised","Hungary","2007",99,
"Measles","% of children immunised","Hungary","2008",99,
"Measles","% of children immunised","Hungary","2009",99,
"Measles","% of children immunised","Hungary","2010",99,
"Measles","% of children immunised","Hungary","2011",99,
"Measles","% of children immunised","Hungary","2012",99,
"Influenza","% of population aged 65 years and over","Hungary","2002",36.8,
"Influenza","% of population aged 65 years and over","Hungary","2003",38.9,
"Influenza","% of population aged 65 years and over","Hungary","2004",37.9,
"Influenza","% of population aged 65 years and over","Hungary","2005",37.1,
"Influenza","% of population aged 65 years and over","Hungary","2006",34,
"Influenza","% of population aged 65 years and over","Hungary","2007",34.2,
"Influenza","% of population aged 65 years and over","Hungary","2008",37.8,
"Influenza","% of population aged 65 years and over","Hungary","2009",31.6,
"Influenza","% of population aged 65 years and over","Hungary","2010",29.5,
"Influenza","% of population aged 65 years and over","Hungary","2011",29.8,
"Influenza","% of population aged 65 years and over","Hungary","2012",28.5,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1980",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1981",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1982",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1983",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1984",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1985",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1986",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1987",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1988",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1989",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1990",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1991",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1992",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1993",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1994",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1995",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1996",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1997",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1998",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","1999",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2000",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2001",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2002",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2003",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2004",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2005",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2006",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2007",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2008",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2009",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2010",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2011",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Iceland","2012",89,
"Measles","% of children immunised","Iceland","1983",81,
"Measles","% of children immunised","Iceland","1984",96,
"Measles","% of children immunised","Iceland","1985",96,
"Measles","% of children immunised","Iceland","1986",95,
"Measles","% of children immunised","Iceland","1987",97,
"Measles","% of children immunised","Iceland","1988",99,
"Measles","% of children immunised","Iceland","1989",99,
"Measles","% of children immunised","Iceland","1990",99,
"Measles","% of children immunised","Iceland","1991",99,
"Measles","% of children immunised","Iceland","1992",99,
"Measles","% of children immunised","Iceland","1993",99,
"Measles","% of children immunised","Iceland","1994",98,
"Measles","% of children immunised","Iceland","1995",99,
"Measles","% of children immunised","Iceland","1996",99,
"Measles","% of children immunised","Iceland","1997",99,
"Measles","% of children immunised","Iceland","1998",96,
"Measles","% of children immunised","Iceland","1999",94,
"Measles","% of children immunised","Iceland","2000",91,
"Measles","% of children immunised","Iceland","2001",88,
"Measles","% of children immunised","Iceland","2002",91,
"Measles","% of children immunised","Iceland","2003",93,
"Measles","% of children immunised","Iceland","2004",93,
"Measles","% of children immunised","Iceland","2005",90,
"Measles","% of children immunised","Iceland","2006",95,
"Measles","% of children immunised","Iceland","2007",95,
"Measles","% of children immunised","Iceland","2008",96,
"Measles","% of children immunised","Iceland","2009",92,
"Measles","% of children immunised","Iceland","2010",93,
"Measles","% of children immunised","Iceland","2011",94,
"Measles","% of children immunised","Iceland","2012",90,
"Hepatitis B","% of children immunised","Ireland","2010",46,
"Hepatitis B","% of children immunised","Ireland","2011",95,
"Hepatitis B","% of children immunised","Ireland","2012",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1980",34,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1981",36,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1982",43,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1983",42,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1984",45,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1985",45,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1986",44,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1987",44,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1988",43,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1989",65,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1990",65,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1991",67,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1992",68,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1993",70,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1994",71,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1995",73,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1996",74,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1997",76,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1998",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","1999",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2000",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2001",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2002",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2003",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2004",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2005",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2006",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2007",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2008",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2009",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2010",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2011",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Ireland","2012",95,
"Measles","% of children immunised","Ireland","1983",10,
"Measles","% of children immunised","Ireland","1984",10,
"Measles","% of children immunised","Ireland","1985",63,
"Measles","% of children immunised","Ireland","1986",65,
"Measles","% of children immunised","Ireland","1987",66,
"Measles","% of children immunised","Ireland","1988",68,
"Measles","% of children immunised","Ireland","1989",78,
"Measles","% of children immunised","Ireland","1990",78,
"Measles","% of children immunised","Ireland","1991",78,
"Measles","% of children immunised","Ireland","1992",78,
"Measles","% of children immunised","Ireland","1993",78,
"Measles","% of children immunised","Ireland","1994",78,
"Measles","% of children immunised","Ireland","1995",77,
"Measles","% of children immunised","Ireland","1996",77,
"Measles","% of children immunised","Ireland","1997",77,
"Measles","% of children immunised","Ireland","1998",77,
"Measles","% of children immunised","Ireland","1999",77,
"Measles","% of children immunised","Ireland","2000",79,
"Measles","% of children immunised","Ireland","2001",73,
"Measles","% of children immunised","Ireland","2002",73,
"Measles","% of children immunised","Ireland","2003",78,
"Measles","% of children immunised","Ireland","2004",81,
"Measles","% of children immunised","Ireland","2005",84,
"Measles","% of children immunised","Ireland","2006",86,
"Measles","% of children immunised","Ireland","2007",87,
"Measles","% of children immunised","Ireland","2008",89,
"Measles","% of children immunised","Ireland","2009",90,
"Measles","% of children immunised","Ireland","2010",90,
"Measles","% of children immunised","Ireland","2011",92,
"Measles","% of children immunised","Ireland","2012",92,
"Influenza","% of population aged 65 years and over","Ireland","2003",62.2,
"Influenza","% of population aged 65 years and over","Ireland","2004",61.4,
"Influenza","% of population aged 65 years and over","Ireland","2005",63,
"Influenza","% of population aged 65 years and over","Ireland","2006",60.6,
"Influenza","% of population aged 65 years and over","Ireland","2007",61.7,
"Influenza","% of population aged 65 years and over","Ireland","2008",70.1,
"Influenza","% of population aged 65 years and over","Ireland","2009",53.8,
"Influenza","% of population aged 65 years and over","Ireland","2010",63.8,
"Influenza","% of population aged 65 years and over","Ireland","2011",56.3,e
"Influenza","% of population aged 65 years and over","Ireland","2012",56.9,e
"Hepatitis B","% of children immunised","Italy","1991",95,
"Hepatitis B","% of children immunised","Italy","1992",95,
"Hepatitis B","% of children immunised","Italy","1993",95,
"Hepatitis B","% of children immunised","Italy","1994",95,
"Hepatitis B","% of children immunised","Italy","1995",95,
"Hepatitis B","% of children immunised","Italy","1996",95,
"Hepatitis B","% of children immunised","Italy","1997",95,
"Hepatitis B","% of children immunised","Italy","1998",95,
"Hepatitis B","% of children immunised","Italy","1999",97,
"Hepatitis B","% of children immunised","Italy","2000",94,
"Hepatitis B","% of children immunised","Italy","2001",95,
"Hepatitis B","% of children immunised","Italy","2002",95,
"Hepatitis B","% of children immunised","Italy","2003",95,
"Hepatitis B","% of children immunised","Italy","2004",96,
"Hepatitis B","% of children immunised","Italy","2005",96,
"Hepatitis B","% of children immunised","Italy","2006",96,
"Hepatitis B","% of children immunised","Italy","2007",97,
"Hepatitis B","% of children immunised","Italy","2008",96,
"Hepatitis B","% of children immunised","Italy","2009",96,
"Hepatitis B","% of children immunised","Italy","2010",96,
"Hepatitis B","% of children immunised","Italy","2011",96,
"Hepatitis B","% of children immunised","Italy","2012",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1990",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1991",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1992",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1993",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1994",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1995",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1996",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1997",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1998",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","1999",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2000",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2001",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2002",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2003",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2004",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2005",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2006",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2007",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2008",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2009",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2010",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2011",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Italy","2012",97,
"Measles","% of children immunised","Italy","1990",43,
"Measles","% of children immunised","Italy","1991",50,
"Measles","% of children immunised","Italy","1992",50,
"Measles","% of children immunised","Italy","1993",50,
"Measles","% of children immunised","Italy","1994",50,
"Measles","% of children immunised","Italy","1995",50,
"Measles","% of children immunised","Italy","1996",55,
"Measles","% of children immunised","Italy","1997",57,
"Measles","% of children immunised","Italy","1998",55,
"Measles","% of children immunised","Italy","1999",70,
"Measles","% of children immunised","Italy","2000",74,
"Measles","% of children immunised","Italy","2001",77,
"Measles","% of children immunised","Italy","2002",81,
"Measles","% of children immunised","Italy","2003",84,
"Measles","% of children immunised","Italy","2004",86,
"Measles","% of children immunised","Italy","2005",87,
"Measles","% of children immunised","Italy","2006",88,
"Measles","% of children immunised","Italy","2007",90,
"Measles","% of children immunised","Italy","2008",90,
"Measles","% of children immunised","Italy","2009",90,
"Measles","% of children immunised","Italy","2010",91,
"Measles","% of children immunised","Italy","2011",90,
"Measles","% of children immunised","Italy","2012",90,
"Influenza","% of population aged 65 years and over","Italy","2000",40.7,
"Influenza","% of population aged 65 years and over","Italy","2001",50.7,
"Influenza","% of population aged 65 years and over","Italy","2002",55.2,
"Influenza","% of population aged 65 years and over","Italy","2003",60.3,
"Influenza","% of population aged 65 years and over","Italy","2004",63.4,
"Influenza","% of population aged 65 years and over","Italy","2005",66.6,
"Influenza","% of population aged 65 years and over","Italy","2006",68.3,
"Influenza","% of population aged 65 years and over","Italy","2007",66.6,
"Influenza","% of population aged 65 years and over","Italy","2008",64.9,
"Influenza","% of population aged 65 years and over","Italy","2009",66.2,
"Influenza","% of population aged 65 years and over","Italy","2010",65.6,
"Influenza","% of population aged 65 years and over","Italy","2011",60.2,
"Influenza","% of population aged 65 years and over","Italy","2012",62.7,
"Influenza","% of population aged 65 years and over","Italy","2013",54.2,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1980",60,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1981",75,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1982",81,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1983",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1984",82,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1985",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1986",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1987",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1988",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1989",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1990",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1991",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1992",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1993",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1994",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1995",74,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1996",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1997",70,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1998",75,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","1999",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2000",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2001",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2002",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2003",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2004",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2005",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2006",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2007",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2008",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2009",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2010",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2011",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Japan","2012",98,
"Measles","% of children immunised","Japan","1980",69,
"Measles","% of children immunised","Japan","1981",68,
"Measles","% of children immunised","Japan","1982",66,
"Measles","% of children immunised","Japan","1983",70,
"Measles","% of children immunised","Japan","1984",73,
"Measles","% of children immunised","Japan","1985",73,
"Measles","% of children immunised","Japan","1986",74,
"Measles","% of children immunised","Japan","1987",75,
"Measles","% of children immunised","Japan","1988",76,
"Measles","% of children immunised","Japan","1989",77,
"Measles","% of children immunised","Japan","1990",73,
"Measles","% of children immunised","Japan","1991",71,
"Measles","% of children immunised","Japan","1992",69,
"Measles","% of children immunised","Japan","1993",68,
"Measles","% of children immunised","Japan","1994",81,
"Measles","% of children immunised","Japan","1995",93,
"Measles","% of children immunised","Japan","1996",94,
"Measles","% of children immunised","Japan","1997",94,
"Measles","% of children immunised","Japan","1998",95,
"Measles","% of children immunised","Japan","1999",95,
"Measles","% of children immunised","Japan","2000",96,
"Measles","% of children immunised","Japan","2001",98,
"Measles","% of children immunised","Japan","2002",98,
"Measles","% of children immunised","Japan","2003",98,
"Measles","% of children immunised","Japan","2004",98,
"Measles","% of children immunised","Japan","2005",98,
"Measles","% of children immunised","Japan","2006",97,
